LocationDesc,Class,Data_Value,Age(years),GeoLocation,LocationID
Mississippi,Physical Activity,37,55 - 64,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,38.2,65 or older,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,23.5,18 - 24,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,35,25 - 34,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,38.9,35 - 44,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,46.2,45 - 54,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,36.7,55 - 64,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,28.2,65 or older,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,22.2,18 - 24,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,33.7,25 - 34,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,35.4,35 - 44,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,31.6,45 - 54,"(32.745510099000455, -89.53803082499968)",28
Missouri,Obesity / Weight Status,37,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Mississippi,Obesity / Weight Status,38.1,55 - 64,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,41,65 or older,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Fruits and Vegetables,53.9,18 - 24,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Fruits and Vegetables,45.5,25 - 34,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Fruits and Vegetables,51.9,35 - 44,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Fruits and Vegetables,54,45 - 54,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Fruits and Vegetables,51.3,55 - 64,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Fruits and Vegetables,43.9,65 or older,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Fruits and Vegetables,37.6,18 - 24,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Fruits and Vegetables,30.3,55 - 64,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Fruits and Vegetables,29.6,65 or older,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Fruits and Vegetables,32.2,45 - 54,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Fruits and Vegetables,26.7,25 - 34,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Fruits and Vegetables,28.7,35 - 44,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,38,18 - 24,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,44.5,25 - 34,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,39,35 - 44,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,32.1,45 - 54,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,34.1,55 - 64,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,37.3,65 or older,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,10.3,55 - 64,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,8.8,65 or older,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,22.5,18 - 24,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,19.5,25 - 34,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,17.6,35 - 44,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,13.3,45 - 54,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,20.5,55 - 64,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,25,65 or older,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,21.6,18 - 24,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,24.7,25 - 34,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,23.4,35 - 44,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,17.6,45 - 54,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,40.4,18 - 24,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,33.2,25 - 34,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,26,35 - 44,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,20.3,45 - 54,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,15.7,55 - 64,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,15.3,65 or older,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,29.4,18 - 24,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,29.3,25 - 34,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,36.8,35 - 44,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,42.3,45 - 54,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,42.1,55 - 64,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,45.3,65 or older,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,22,18 - 24,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,40.5,25 - 34,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,42.6,35 - 44,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,41.2,45 - 54,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,36.2,55 - 64,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,28.8,65 or older,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,26.9,18 - 24,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,32.5,25 - 34,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,32.2,35 - 44,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,34.1,45 - 54,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,40.9,55 - 64,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,41.8,65 or older,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,18.6,18 - 24,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,29.1,25 - 34,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,30.7,35 - 44,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,34.1,45 - 54,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,35.7,55 - 64,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Physical Activity,38.3,65 or older,"(32.745510099000455, -89.53803082499968)",28
Missouri,Obesity / Weight Status,18.5,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,26.1,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,33.2,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,37.7,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,37.4,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,26.2,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,23.6,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,31.9,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,39.1,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,33.1,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,36.9,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,39.8,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,31.3,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,44,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,44.6,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,44.8,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,48,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,54.6,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,36,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,28.6,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,20.6,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,21.9,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,24.3,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,22.9,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,56,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,49.4,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,48.6,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,47.6,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,48.2,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,49.3,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,25.3,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,22.1,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,17.9,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,13.9,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,14.3,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,13.6,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,36.9,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,26.6,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,26.4,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,28.7,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,31.4,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,34.5,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,36.5,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,31.6,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,24.8,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,20.3,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,21.1,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,18.1,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,17.3,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,24.3,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,26.3,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,30,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,32.6,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,36.5,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,14.7,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,24.5,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,33,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,36.8,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,28.1,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,23.8,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,35.8,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,38.2,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,36.2,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,39.1,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,40.5,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,12.8,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,18.9,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,20.6,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,28,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,29.9,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,33.7,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,20,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,25.9,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,39.1,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,34.8,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,34.6,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,26.7,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,28,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,33.4,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,30.4,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,37.7,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,37.4,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,40.1,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,45.7,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,41.3,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,49.7,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,48.5,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,41.2,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,34,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,22.9,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,26.1,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,28.8,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,23.7,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,29.2,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,23.9,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Fruits and Vegetables,21.7,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,48.2,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,45.8,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,44.7,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,51.7,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,49.3,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,51.1,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,23.2,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,19.5,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,15.4,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,17.5,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,15.4,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,15.1,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,30.3,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,22.5,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,26.3,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,31.7,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,32.3,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,38.2,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,38.3,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,32.6,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,26.2,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,25,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,20.8,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,19.9,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,22.9,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,21.6,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,28,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,31.5,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,33.8,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,18.9,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,31,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,34.4,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,34.2,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,32.9,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,27.9,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,22.6,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,32.3,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,34.3,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,37.9,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,40.3,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,40.4,65 or older,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,16.9,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,21.9,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,18.2,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,24.6,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,30.5,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Physical Activity,33.9,65 or older,"(38.635790776000476, -92.56630005299968)",29
Montana,Obesity / Weight Status,15.7,18 - 24,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,23.8,25 - 34,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,23.8,35 - 44,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,31.7,45 - 54,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,27.9,55 - 64,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,21.9,65 or older,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,25.3,18 - 24,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,33.8,25 - 34,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,38.1,35 - 44,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,34.9,45 - 54,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,38.1,55 - 64,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,40.2,65 or older,"(47.06652897200047, -109.42442064499971)",30
Montana,Fruits and Vegetables,28.7,65 or older,"(47.06652897200047, -109.42442064499971)",30
Montana,Fruits and Vegetables,34.1,55 - 64,"(47.06652897200047, -109.42442064499971)",30
Montana,Fruits and Vegetables,42.4,45 - 54,"(47.06652897200047, -109.42442064499971)",30
Montana,Fruits and Vegetables,42.7,25 - 34,"(47.06652897200047, -109.42442064499971)",30
Montana,Fruits and Vegetables,44.7,35 - 44,"(47.06652897200047, -109.42442064499971)",30
Montana,Fruits and Vegetables,46.2,18 - 24,"(47.06652897200047, -109.42442064499971)",30
Montana,Fruits and Vegetables,26,18 - 24,"(47.06652897200047, -109.42442064499971)",30
Montana,Fruits and Vegetables,24.3,25 - 34,"(47.06652897200047, -109.42442064499971)",30
Montana,Fruits and Vegetables,21.1,35 - 44,"(47.06652897200047, -109.42442064499971)",30
Montana,Fruits and Vegetables,21.1,45 - 54,"(47.06652897200047, -109.42442064499971)",30
Montana,Fruits and Vegetables,18.1,55 - 64,"(47.06652897200047, -109.42442064499971)",30
Montana,Fruits and Vegetables,20.9,65 or older,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,59.8,18 - 24,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,54.7,25 - 34,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,55.1,35 - 44,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,53.7,45 - 54,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,57.1,55 - 64,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,52.9,65 or older,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,21.7,35 - 44,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,17.4,45 - 54,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,21.8,55 - 64,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,17.5,65 or older,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,30.2,18 - 24,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,26.1,25 - 34,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,37.7,18 - 24,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,30.7,25 - 34,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,33.7,35 - 44,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,32.5,45 - 54,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,39.5,55 - 64,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,41,65 or older,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,44.6,18 - 24,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,37.7,25 - 34,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,29.9,35 - 44,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,25,45 - 54,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,26.5,55 - 64,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,23.2,65 or older,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,16.3,18 - 24,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,20,25 - 34,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,19.6,35 - 44,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,27.2,45 - 54,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,25.8,55 - 64,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,32.9,65 or older,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,14.1,18 - 24,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,21.7,25 - 34,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,26.9,35 - 44,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,26.9,45 - 54,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,31.1,55 - 64,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,22.3,65 or older,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,31.5,18 - 24,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,34.7,25 - 34,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,37.2,35 - 44,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,38.8,45 - 54,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,36.4,55 - 64,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,41.1,65 or older,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,12.1,18 - 24,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,15.7,25 - 34,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,16.4,35 - 44,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,19.9,45 - 54,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,22.4,55 - 64,"(47.06652897200047, -109.42442064499971)",30
Montana,Physical Activity,31.2,65 or older,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,10.4,18 - 24,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,25.4,25 - 34,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,26.9,35 - 44,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,30.3,45 - 54,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,27.7,55 - 64,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,23.4,65 or older,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,26.8,18 - 24,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,32.7,25 - 34,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,35.9,35 - 44,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,38.4,45 - 54,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,42.4,55 - 64,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,39.8,65 or older,"(47.06652897200047, -109.42442064499971)",30
Montana,Fruits and Vegetables,45.2,18 - 24,"(47.06652897200047, -109.42442064499971)",30
Montana,Fruits and Vegetables,39.5,25 - 34,"(47.06652897200047, -109.42442064499971)",30
Montana,Fruits and Vegetables,39.5,35 - 44,"(47.06652897200047, -109.42442064499971)",30
